"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"19","I know this will not surprise you, but this year's flu vaccine was not very effective at preventing a particular st‚Ä¶ https://t.co/T2u8ZrWn8g",FALSE,0,NA,2018-03-09 12:26:06,TRUE,NA,"972086121600638981",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BrookeWVTM13",0,FALSE,FALSE,NA,NA
"20","@_aileenmendoza A¬†sore throat¬†is pain, scratchiness or irritation of the¬†throat¬†that often worsens when you swallow‚Ä¶ https://t.co/t1KXJgKpUZ",FALSE,1,"_aileenmendoza",2018-03-09 12:25:48,TRUE,"972085042414366720","972086046291673088","2775827923","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","maleyesa98",0,FALSE,FALSE,NA,NA
"21","i feel like death is sweeter than havin a flu",FALSE,0,NA,2018-03-09 12:25:43,FALSE,NA,"972086024540049409",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aidamauw",0,FALSE,FALSE,NA,NA
"22","I spent all flu season trying to avoid getting sick and right when it's almost over, I get it.",FALSE,2,NA,2018-03-09 12:25:36,FALSE,NA,"972085997130473473",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BenTheNerd_",0,FALSE,FALSE,NA,NA
"23","The flu is a serious thing! Ì†ΩÌ∏©Ì†æÌ¥ß",FALSE,0,NA,2018-03-09 12:24:27,FALSE,NA,"972085705479458816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AlfieDade",0,FALSE,FALSE,NA,NA
"24","Is the 2018 Flu Season Almost Over? There's Good News and Bad News #Levo https://t.co/hqsPJOJdWm",FALSE,0,NA,2018-03-09 12:24:21,FALSE,NA,"972085681097990144",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","levoleague",0,FALSE,FALSE,NA,NA
"25","@ikasu0 how many days is that flu already aaaaaaa please take care of yourseelf you get well, you'll still use the plastic bags",FALSE,1,"ikasu0",2018-03-09 12:24:20,FALSE,"972084903306129408","972085675196477440","947467775739432962","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NerdMaki",0,FALSE,FALSE,NA,NA
"26","Episode 5 of #GiftcoinCrypto #behindthescenes #documentary series. In  this episode, Tim is bedridden with flu, the‚Ä¶ https://t.co/HPsIwNyeRR",FALSE,0,NA,2018-03-09 12:24:03,TRUE,NA,"972085605596385280",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CryptoInvestICO",0,FALSE,FALSE,NA,NA
"27","@Slim_Luvva I have never had the flu shot and I have also never gotten the flu...what God has for you, is for you.",FALSE,0,"Slim_Luvva",2018-03-09 12:23:35,FALSE,"971930333364015104","972085489929895936","175632106","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","boss_MOVES",1,FALSE,FALSE,NA,NA
"28","Can we make it so that 33 million Tories die from the Flu? https://t.co/IGP19izUsk",FALSE,0,NA,2018-03-09 12:23:35,FALSE,NA,"972085487010803712",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LeftwingPoet",0,FALSE,FALSE,NA,NA
"29","Friday March 9 - Roll Call Headlines:   New Democrats‚Äô PAC Endorses First 16 Candidates for 2018;   Governors Press‚Ä¶ https://t.co/lCQCfE5J9o",FALSE,0,NA,2018-03-09 12:23:04,TRUE,NA,"972085356928565248",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DTSutton",0,FALSE,FALSE,NA,NA
"30","@ardentfnofvj Flu mundinchi fever varum bro. Take care.",FALSE,1,"ardentfnofvj",2018-03-09 12:23:01,FALSE,"972084087073755136","972085344773447681","2997626783","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","enjaanvj",0,FALSE,FALSE,NA,NA
"31","The researchers believe that being physically active in old age will help people respond better to vaccines, and so‚Ä¶ https://t.co/RueEdi5axT",FALSE,0,NA,2018-03-09 12:22:48,TRUE,NA,"972085290251837440",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","RBHHPrivateCare",0,FALSE,FALSE,NA,NA
"32","New post (Flu virus: Wily ‚Äòshapeshifter‚Äô always one step ahead) has been published on Best of Borneo Island -‚Ä¶ https://t.co/DBiQUeJVg4",FALSE,0,NA,2018-03-09 12:22:14,TRUE,NA,"972085149763538944",NA,"<a href=""http://borneosights.com/"" rel=""nofollow"">Borneo Sights </a>","BorneoSights",0,FALSE,FALSE,NA,NA
"33","Flu is so annoying",FALSE,0,NA,2018-03-09 12:22:14,FALSE,NA,"972085146676379648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GDKUNTHEBB",0,FALSE,FALSE,NA,NA
"34","When I hear there is a flu outbreak at J‚Äôs daycare I just sit and wait for the text that she has been hit with it Ì†ΩÌ∏© #winterneedstobeatit",FALSE,0,NA,2018-03-09 12:22:08,FALSE,NA,"972085122500579328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bri_brooks",0,FALSE,FALSE,NA,NA
"35","Spanish flu: more deadly than World War I https://t.co/1yiMvtWbEl https://t.co/SvzoxIiwLj",FALSE,2,NA,2018-03-09 12:22:07,FALSE,NA,"972085120235532289",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","France24_en",3,FALSE,FALSE,NA,NA
"36","@washingtonpost Why didn‚Äôt she quit. Or why didn‚Äôt they fire her. They had a legitimate reason. The flu can be dead‚Ä¶ https://t.co/atwBaw7taj",FALSE,2,"washingtonpost",2018-03-09 12:21:42,TRUE,"972083358250479617","972085013696180224","2467791","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","haven1406",0,FALSE,FALSE,NA,NA
"37","It‚Äôs the flu ? https://t.co/LDcCWOF8mk",FALSE,0,NA,2018-03-09 12:21:29,FALSE,NA,"972084958364872707",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","coldhearted9_",0,FALSE,FALSE,NA,NA
"38","i get my sports resit exam results today and i just know that i haven‚Äôt passed, i threw up before the resit because‚Ä¶ https://t.co/lkMJ3aeQlX",FALSE,0,NA,2018-03-09 12:21:21,TRUE,NA,"972084924445577216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","honeymoonbbyluv",0,FALSE,FALSE,NA,NA
"39","@Somilacaba The flu is gone, it‚Äôs been gone... it‚Äôs just tasking lekker now bru Ì†ΩÌ∏ÇÌ†ΩÌ∏Ç",FALSE,0,"Somilacaba",2018-03-09 12:21:16,FALSE,"972084734569324544","972084904115744770","1857116065","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bleksaint",0,FALSE,FALSE,NA,NA
"40","@NerdMaki just a normal flu",FALSE,1,"NerdMaki",2018-03-09 12:21:16,FALSE,"972084663689756672","972084903306129408","807892805397843970","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ikasu0",0,FALSE,FALSE,NA,NA
"41","If you recall twice I have posted over the last few years that sick turkeys were destroyed here.  Also our schools‚Ä¶ https://t.co/dT91w1MKGO",FALSE,0,"blueinmo",2018-03-09 12:21:01,TRUE,"972083715961602049","972084844246196224","64906268","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","blueinmo",1,FALSE,FALSE,NA,NA
"42","@DuncanKneeDeep Ive seen this as the 5th thing in my feed every time ive gotten on twitter, like yes, I have seen this twitter",FALSE,0,"DuncanKneeDeep",2018-03-09 12:20:56,FALSE,"971875084343259136","972084820531712000","2156126923","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dragon__Flu",0,FALSE,FALSE,NA,NA
"43","Avian influenza in Italy: updates https://t.co/3zhPxH8BqY",FALSE,0,NA,2018-03-09 12:20:55,FALSE,NA,"972084818052812807",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hanyshita",0,FALSE,FALSE,NA,NA
"44","Rough Flu Season Gets Attention From Congress https://t.co/5kvgMWTZ6d",FALSE,0,NA,2018-03-09 12:20:45,FALSE,NA,"972084775623254017",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","NEWSRADIOKTOK",0,FALSE,FALSE,NA,NA
"45","@bleksaint It heals flu tho",FALSE,0,"bleksaint",2018-03-09 12:20:35,FALSE,"972083193280155649","972084734569324544","863569202","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Somilacaba",0,FALSE,FALSE,NA,NA
"46","Does flu virus count as a foreign substance? Also, this is a bullshit lawsuit. 

""Her body, Williams allegedly told‚Ä¶ https://t.co/9qDwkJi8dU",FALSE,1,NA,2018-03-09 12:20:35,TRUE,NA,"972084732577112064",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","dj_ewi",0,FALSE,FALSE,NA,NA
"47","CDC Acting Director Anne Schuchat participated in a discussion on the flu during a House hearing yesterday. https://t.co/2tgOdl3VfM",FALSE,0,NA,2018-03-09 12:20:27,FALSE,NA,"972084699974823938",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","WMEQ",0,FALSE,FALSE,NA,NA
"48","CDC Acting Director Anne Schuchat participated in a discussion on the flu during a House hearing yesterday. https://t.co/uhYIezdEco",FALSE,0,NA,2018-03-09 12:20:24,FALSE,NA,"972084685579964416",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","KCJB910",0,FALSE,FALSE,NA,NA
"49","TGIF hear is to all the people who were poison twice this week at 7 eleven to get the flu, cold,  break out with SE‚Ä¶ https://t.co/IkLIcKHHXn",FALSE,0,NA,2018-03-09 12:20:20,TRUE,NA,"972084670094626816",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","realbigmula",0,FALSE,FALSE,NA,NA
"50","Here's how the 1918 ‚Äúgreat influenza‚Äù helped advance women's rights https://t.co/4PYreWOHwd",FALSE,8,NA,2018-03-09 12:20:12,FALSE,NA,"972084635583868931",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","Salon",3,FALSE,FALSE,NA,NA
"51","Oh man flu",FALSE,0,NA,2018-03-09 12:20:06,FALSE,NA,"972084612670177281",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HongdaFours",0,FALSE,FALSE,NA,NA
"52","Doctor Blows Whistle on Flu Shot: 'It‚Äôs Designed to Spread Cancer'-
https://t.co/WeuV0S5gFs
Via - @NeonNettle
#NeonNettle",FALSE,0,NA,2018-03-09 12:19:44,FALSE,NA,"972084520890568704",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","icu_angels",0,FALSE,FALSE,NA,NA
"53","@washingtonpost Uh, they didn't tie her down or nothing, they made it apart of her job requirement cuz the flu can‚Ä¶ https://t.co/OOahXOvAtY",FALSE,1,"washingtonpost",2018-03-09 12:19:40,TRUE,"972083358250479617","972084502267822081","2467791","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Hilearious",0,FALSE,FALSE,NA,NA
"54","@washingtonpost You cannot use religion to endanger the elderly in your capacity of being paid to care for them. Pe‚Ä¶ https://t.co/4rTd8wtHNm",FALSE,11,"washingtonpost",2018-03-09 12:19:37,TRUE,"972083358250479617","972084491509313536","2467791","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bmcpburgh",0,FALSE,FALSE,NA,NA
"55","ViralChoice Junior provides nutritional support of a child‚Äôs immune system in order to; reduce the risk of a cold o‚Ä¶ https://t.co/fuBT1kpglE",FALSE,0,NA,2018-03-09 12:19:28,TRUE,NA,"972084452980502532",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","MedicineShopGK",0,FALSE,FALSE,NA,NA
"56","Influenza's wild origins in the #Animals around us https://t.co/9cGr8kT01W https://t.co/ZEJ0zvhT7H",FALSE,0,NA,2018-03-09 12:19:04,FALSE,NA,"972084353441386496",NA,"<a href=""http://www.destroytwitter.com"" rel=""nofollow"">DestroyTwitter</a>","WorldfNature",0,FALSE,FALSE,NA,NA
"57","The Honourable Terrence Deyalsingh, Minister of Health and Dr. Vishwanath Partapsingh, Principal Medical Officer, a‚Ä¶ https://t.co/I1wje26TYE",FALSE,0,NA,2018-03-09 12:19:01,TRUE,NA,"972084340862672896",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","MOH_TT",0,FALSE,FALSE,NA,NA
"58","@_shelivestorun I wish TT had something like that! It's smart though, if you can convince someone to stay home and‚Ä¶ https://t.co/DWFiV3ArnE",FALSE,0,"_shelivestorun",2018-03-09 12:18:49,TRUE,"972040270127693824","972084288148639744","42499036","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ShadySpotlight",0,FALSE,FALSE,NA,NA
"59","To a nanny: The kids have the flu. #RuinMyDayIn5Words",FALSE,0,NA,2018-03-09 12:18:49,FALSE,NA,"972084287448211456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JBBTRRocks",0,FALSE,FALSE,NA,NA
"60","Called out today and of course the most sarcastic boss in the store answers the phone and questions me if I have th‚Ä¶ https://t.co/z2WqwThgur",FALSE,0,NA,2018-03-09 12:18:36,TRUE,NA,"972084234126053376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HeySweetTweetz",0,FALSE,FALSE,NA,NA
"61","@Cbp8Cindy Been better...have a flu like bugÌ†ΩÌ∏©Ì†ΩÌ∏©Ì†ΩÌ∏©Ì†ΩÌ∏© but better today then yesterday! How are ya Cindy???",FALSE,0,"Cbp8Cindy",2018-03-09 12:18:28,FALSE,"972083879699009536","972084200949075969","1917020496","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","jillianne_gray",0,FALSE,FALSE,NA,NA
"62","Atlanta homeless receive flu vaccinations from Fulton Board of Health https://t.co/hjlDIG5pcW",FALSE,0,NA,2018-03-09 12:18:00,FALSE,NA,"972084084863393794",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","turnlivesaround",0,FALSE,FALSE,NA,NA
"63","@gorskon A little science, to me, sounds like ‚Äú#flu vaccine causes narcolepsy,‚Äù but really they‚Äôre eliminating 1/3‚Ä¶ https://t.co/b4de5haZxC",FALSE,0,"gorskon",2018-03-09 12:17:46,TRUE,"972070133039534082","972084024918212608","85227160","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RaeVenBonesTCSH",0,FALSE,FALSE,NA,NA
"64","Canine Influenza outbreak https://t.co/hD37esO2tf",FALSE,0,NA,2018-03-09 12:17:37,FALSE,NA,"972083987761041413",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","PLFidler",0,FALSE,FALSE,NA,NA
"65","@bowser_derrick @trapper831 Lol! Ya never know what in the world I will get myself into. 1st born has Flu B hopeful‚Ä¶ https://t.co/WlMapzdO37",FALSE,1,"bowser_derrick",2018-03-09 12:17:27,TRUE,"972083368413319169","972083945985765383","933062517064159234","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","QB2515",0,FALSE,FALSE,NA,NA
"66","CDC Acting Director Anne Schuchat participated in a discussion on the flu during a House hearing yesterday. https://t.co/XjB8yDYMyd",FALSE,0,NA,2018-03-09 12:17:21,FALSE,NA,"972083920056537088",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","ktsmradio690",0,FALSE,FALSE,NA,NA
"67","5. My black and white Yahweh (in Hebrew) cap.

Side note: I can't stop coughing. This flu gonna kill me.",FALSE,0,NA,2018-03-09 12:17:17,FALSE,NA,"972083901488345088",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Christnotmolly",0,FALSE,FALSE,NA,NA
"68","The will to live is probably the only thing that's making me eat right now. Haven't had any appetite or taste buds‚Ä¶ https://t.co/vVCeP3eVXf",FALSE,0,NA,2018-03-09 12:17:15,TRUE,NA,"972083895310073856",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PaoloMangahas",0,FALSE,FALSE,NA,NA
"69","Winter Foods You Should Eat to Prevent Colds and Flu | Reader's Digest https://t.co/8LH01qf6R1",FALSE,0,NA,2018-03-09 12:17:14,FALSE,NA,"972083891052822528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","callmeButchie",0,FALSE,FALSE,NA,NA
"70","CDC Acting Director Anne Schuchat participated in a discussion on the flu during a House hearing yesterday. https://t.co/sTu2IIs24m",FALSE,0,NA,2018-03-09 12:17:11,FALSE,NA,"972083878730043392",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","magic981",0,FALSE,FALSE,NA,NA
"71","Why cough sweets are the perfect Brexit-proof investment https://t.co/U7La1uJ3fi",FALSE,0,NA,2018-03-09 12:16:46,FALSE,NA,"972083773624999937",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","menz_mas",0,FALSE,FALSE,NA,NA
"72","@washingtonpost I'm going to side with the flu shot here. If you're working with a vulnerable population, it's even‚Ä¶ https://t.co/LPXiEC1oFH",FALSE,26,"washingtonpost",2018-03-09 12:16:43,TRUE,"972083358250479617","972083759418929152","2467791","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SwampSayWhat",0,FALSE,FALSE,NA,NA
"73","@Thom_Hartmann Well it finally happened and it's just down the street from me and their still going to sell some bi‚Ä¶ https://t.co/wtqCdPdczp",FALSE,1,"Thom_Hartmann",2018-03-09 12:16:32,TRUE,NA,"972083715961602049","21414576","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","blueinmo",2,FALSE,FALSE,NA,NA
"74","CDC Acting Director Anne Schuchat participated in a discussion on the flu during a House hearing yesterday. https://t.co/zkW8BKpzAl",FALSE,0,NA,2018-03-09 12:16:29,FALSE,NA,"972083703307481088",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","WIZEAM1340",0,FALSE,FALSE,NA,NA
"75","@realDonaldTrump There was a time in this country we tried to raise up the less fortunate, protect the weak and spe‚Ä¶ https://t.co/LTJ1VN9ujR",FALSE,0,"realDonaldTrump",2018-03-09 12:16:18,TRUE,NA,"972083654058004481","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tattoomatthew",0,FALSE,FALSE,NA,NA
"76","So sorry I‚Äôve been very quiet lately, I‚Äôve really been poorly with the flu. I‚Äôll be back soon.‚Ä¶ https://t.co/TgFB3rAeX2",FALSE,1,NA,2018-03-09 12:16:17,TRUE,NA,"972083649981112326",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","MissLaceyP65",1,FALSE,FALSE,NA,NA
"77","( I'm getting the flu rn - Just get used to it. )",FALSE,0,NA,2018-03-09 12:16:08,FALSE,NA,"972083613607981056",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SE0NAH",0,FALSE,FALSE,NA,NA
"78","#EMET_NEWS_PRESS TIMELINE // NEWS #Dubai #Gulf News broadcast by #EMET_NEWS_PRESS: Flu virus: Wily ‚Äòshape-shifter‚Äô‚Ä¶ https://t.co/MZsP9ETXb8",FALSE,0,NA,2018-03-09 12:15:59,TRUE,NA,"972083574248759297",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","israel_flash",0,FALSE,FALSE,NA,NA
"79","@cspanwj  Liberals need to take a Daily Suppository for their Trump Flu .",FALSE,0,"cspanwj",2018-03-09 12:15:44,FALSE,NA,"972083511615246336","15923226","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","robgee704",0,FALSE,FALSE,NA,NA
"80","I do not like the flu. It makes me miserable.",FALSE,0,NA,2018-03-09 12:15:34,FALSE,NA,"972083472364916737",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","2lightbearer",0,FALSE,FALSE,NA,NA
"81","Flu vaccine made in cell culture worked measurably better than standard egg-based vaccines this year - a 20% boost,‚Ä¶ https://t.co/TBFAKqu2Yu",FALSE,8,NA,2018-03-09 12:15:09,TRUE,NA,"972083365259239424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HelenBranswell",11,FALSE,FALSE,NA,NA
"82","Nursing home forced employee to get a flu shot despite her religious objections, DOJ suit says
https://t.co/0YS99q9ijM",FALSE,23,NA,2018-03-09 12:15:07,FALSE,NA,"972083358250479617",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","washingtonpost",9,FALSE,FALSE,NA,NA
"83","#vaccines Flu vaccine grown without eggs provided measurably better protection this season FDA says: A flu vaccine‚Ä¶ https://t.co/Itt1HUW2wk",FALSE,0,NA,2018-03-09 12:15:07,TRUE,NA,"972083356266479616",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Vaccine_bio",0,FALSE,FALSE,NA,NA
